"Thursday, November 3:"
"Cal Poly 36, San Francisco State 7"
125 - Matt Gamble (SFSU) dec. David Gonzalez (CP) 9-5
133 - Nate Cervantes (SFSU) maj. dec. Yoshito Funakoshi (CP) 17-9
141 - Colton Schilling (CP) pinned Joshua Weinberg (SFSU) 1:35
149 - Joshy Cortez (CP) maj. dec. Dylan Furtado (SFSU) 13-3
157 - Colt Shorts (CP) maj. dec. Romeo Medina (SFSU) 13-1
"165 - Luke Wilson (P) tech. fall Jesse Lyga (SFSU) 5:47, 20-3"
174 - Travis Berridge (CP) maj. dec. Mike Marshall (SFSU) 13-5
184 - Sohrab Movahedi (CP) dec. Morris Wilner (SFSU) 11-4
197 - J.T. Goodwin (CP) maj. dec. Johnathan Costa (SFSU) 11-2
285 - Spencer Empey (CP) pinned Ricardo Jaramillo (SFSU) 2:32

"Indiana 39, San Francisco State 7"
125 - Elijah Oliver (IU) maj. dec. Matt Gamble (SFSU) 12-4 
133 - Garrett Pepple (IU) dec. Nate Cervantez (SFSU) 10-3
141- Joshua Weinberg (SFSU) dec. Tommy Cash (IU) 4-3
149 - Luke Blanton (IU) tech. fall Dylan Furtado (SFSU) 15-0
157 - Jake Danishek (IU) pinned Romeo Medina (SFSU) 4:13 
165 - Gabe Koontz (IU) dec. Jesse Lyga (SFSU) 4-0
174 - Devin Skatzka (IU) pinned Mike Marshall (SFSU) 1:38
184 - Nate Jackson (IU) pinned Mitchell Owens (SFSU) 5:28
197 - Johnathan Costa (SFSU) maj. dec. Jake Hinz (IU)10-2
285 - Fletcher Miller (IU) pinned Ricardo Jaramillo (SFSU) 0:39

"Cal Poly 19, Indiana 18"
125 - Elijah Oliver (IU) pinned David Gonzalez (CP) 4:06
133 - Yoshi Funakoshi (CP) dec. Garrett Pepple (IU) 6-4
141 - Colton Schilling (CP) dec. Tommy Cash (IU) 11-6
149 - Luke Blanton (I) dec. Joshy Cortez (CP) 9-2
157 - Colt Shorts (CP) dec. Jake Danishek (IU) 5-4
165 - Blake Kastl (CP) dec. Bryce Martin (IU) 6-5
